nombre,apellidos,nif,telefono,email,categoria,description,urgencia,fecha,direccion_persona,ubicacion_incidencia
Carmen,Cano Romero,32272507B,671896486,carmen_cano38@yahoo.es,Alumbrado Público,"Farola en Calle Elvira con luz muy debil, hace dificil ver bien al atardecer. Lleva asi varias semanas, quisiera que alguien la revise.",1,2026-05-19T16:34:44+02:00,"Calle Real de Cartuja 74, 1ºB, 18003 Granada","37.184387, -3.599232 - Junto al parque infantil"
Pablo,López Rivera,71807253B,928285237,pablo.lopez.rivera@yahoo.es,Alumbrado Público,"El cable de alimentación de la farola en Plaza Nueva está completamente caído sobre la acera. Hay riesgo de electrocución, es muy peligroso.",5,2026-05-19T19:28:30+02:00,"Calle Obispo Hurtado 103, 3ºA, 18014 Granada","37.162213, -3.603262 - Junto al paso de peatones"
Daniel,Calvo Flores,32550808N,989975380,daniel.calvo.flores@hotmail.com,Mobiliario Urbano,"Papelera pegada a la puerta del ayuntamiento con múltiples abolladuras, parece que le han dado patadas varias veces.",1,2026-05-20T11:51:09+02:00,"Calle Duquesa 102, 1ºC, 18004 Granada","37.196123, -3.616654 - Junto a la parada de autobús"
Jorge,Prieto López,85853293C,777648025,jorgeprieto807@hotmail.es,Alumbrado Público,"Farola fundida en Calle Recogidas, pero hay varias mas en la zona, la iluminación no es problema.",2,2026-05-20T13:54:38+02:00,"Calle Alhamar 31, 1ºC, 18002 Granada","37.170515, -3.621824 - En la esquina con Calle Gonzalo Gallas"
Andrea,Ramírez Ruiz,89433350N,976108791,aramirez957@gmail.com,Alumbrado Público,Las cinco farolas entre la Calle San Jeronimo y Avenida los Martires estan todas apagadas. Es muy oscuro para los peatones por la noche.,3,2026-05-20T13:58:13+02:00,"Avenida de Madrid 81, 1ºD, 18006 Granada","37.169958, -3.612744 - Junto al centro de salud"
Paula,Núñez Romero,67514198K,931626511,paulanunez797@yahoo.es,Parques y Jardines,El sistema de irrigacion de los canteros del paseo de Ronda esta averiado hace una semana. Las plantas que plantaron hace poco estan perdiendo vitalidad rapidamente por deshidratacion.,3,2026-05-20T15:33:06+02:00,"Calle Zacatín 115, 2ºC, 18004 Granada","37.182309, -3.624364 - A la altura del número 8"
Francisco,Romero Gallego,52966606K,686144278,francisco.romero.gallego@hotmail.com,Movilidad,"Hay un socabon importante en la Calle Zacatín, casi un hueco de 1.5 metros. Los taxis y autobuses evitan esa zona, muy peligroso para motos.",5,2026-05-20T18:43:57+02:00,"Calle Navas 42, 3ºC, 18013 Granada","37.193587, -3.571454 - En la acera derecha"
Javier,Núñez Prieto,55418217Q,934186831,javiernunez909@gmail.com,Otros,"Aparcamiento ilegal de vehiculo en rampa de acceso para discapacitados en Calle Ronda, obstruye todo paso.",3,2026-05-21T00:51:12+02:00,"Calle Profesor Emilio Orozco 106, 2ºD, 18006 Granada","37.187082, -3.581899 - Junto al centro de salud"
Marta,Ruiz Martínez,99534065R,963894424,marta.ruiz.martinez@gmail.com,Alumbrado Público,"La calle Comercio completa está a oscuras, no hay ni una farola funcionando. Es imposible transitar sin riesgo.",4,2026-05-21T01:53:21+02:00,"Calle Puentezuelas 94, 4ºA, 18001 Granada","37.192328, -3.600650 - Junto a la parada de autobús"
Francisco,Cortés Marín,16982904A,625649251,franciscocortes641@hotmail.es,Limpieza,El contenedor gris de Calle Elvira está algo lleno y despide olor desagradable. La zona se ve descuidada.,2,2026-05-21T04:01:20+02:00,"Calle Gonzalo Gallas 35, 3ºA, 18006 Granada","37.182880, -3.622978 - Junto a la fuente"
Andrés,Hernández León,83958169G,694906305,andres.hernandez.leon@hotmail.com,Alumbrado Público,"Farola con parpadeo constante en Camino Sacromonte, la luz no es estable. Hay riesgo de quedarse sin iluminacion.",2,2026-05-21T05:41:09+02:00,"Avenida de Dílar 77, 2ºA, 18012 Granada","37.160959, -3.583656 - Junto al quiosco de prensa"
Luis,Rivera Garrido,28675972D,920330437,luisrivera70@outlook.es,Alumbrado Público,"Tres farolas consecutivas en Calle Navas estan apagadas, hace muy oscuro en ese tramo. Hay poca luz artificial.",3,2026-05-21T12:31:45+02:00,"Calle Alhamar 53, 3ºB, 18015 Granada","37.184295, -3.612995 - En la rotonda"
Alejandro,Núñez Hernández,39622282K,923312827,alejandro.nunez443@gmail.com,Limpieza,"Basura acumulada hace varios dias en el parque de las Ciencias, hay latas, botellas y plasticos por todas partes.",3,2026-05-21T15:01:10+02:00,"Calle Molinos 108, 1ºA, 18008 Granada","37.198048, -3.606721 - Junto al parque infantil"
Carlos,Cortés Cano,65945810A,997988915,carlos_cortes86@gmail.com,Limpieza,Vertido de liquido transparente con olor fuerte en la calzada frente a la tienda de pintura de Calle Reyes Católicos. Podria ser disolvente.,4,2026-05-21T17:32:30+02:00,"Calle Tinajilla 58, 4ºC, 18005 Granada","37.171237, -3.584869 - En la acera derecha"
Silvia,Díaz Muñoz,85421644N,656351607,sdiaz243@hotmail.com,Parques y Jardines,"El cesped del parque de la Fuente Nueva no se ha cortado en meses, esta muy alto y da mala imagen. Necesita una poda urgente.",1,2026-05-21T20:25:41+02:00,"Calle Sierpe 42, 4ºA, 18008 Granada","37.159276, -3.615550 - Junto al colegio"
Pedro,Gutiérrez Martínez,77699590R,974722870,pedrogutierrez773@hotmail.es,Alumbrado Público,"Cable suelto colgando de poste de alumbrado en Paseo del Salon. Peligroso, podria causar un accidente.",5,2026-05-21T22:55:02+02:00,"Calle Arabial 16, 3ºB, 18001 Granada","37.184027, -3.593641 - Junto al quiosco de prensa"
Pilar,Ramos Torres,41714815Z,632867337,pilar_ramos70@gmail.com,Limpieza,"Bidones con sustancias desconocidas encontrados detras del colegio Virgen del Carmen, el olor es muy toxico.",5,2026-05-22T01:18:06+02:00,"Plaza Bib-Rambla 40, 3ºA, 18002 Granada","37.160314, -3.603826 - Frente al supermercado"
Adrián,Molina Gallego,78490491R,675476944,adrian.molina962@gmail.com,Otros,"Pintura negra en toda la fachada monumental de edificio histórico en Plaza de la Catedral, vandalismo de gran escala. Requiere análise especializdo.",4,2026-05-22T08:43:39+02:00,"Calle Mesones 63, 4ºC, 18012 Granada","37.191874, -3.612407 - Frente a la farmacia"
Sergio,Rivera Prieto,44313733R,691427187,sergio.rivera.prieto@live.com,Limpieza,"Algunos papeles tirados al lado de la fuente de la Plaza Larga, nada grave solo molesta a la vista.",1,2026-05-22T20:57:48+02:00,"Calle Severo Ochoa 63, 4ºA, 18001 Granada","37.157564, -3.607067 - Frente al supermercado"
Marta,Blanco Molina,13018246Q,953605224,martablanco772@live.com,Limpieza,"El contenedor de orgánico en Calle Gracia está algo rebosante, pero aun cabe más basura. Hay palomas alrededor.",2,2026-05-22T22:36:01+02:00,"Calle Severo Ochoa 72, 5ºA, 18007 Granada","37.196639, -3.611683 - Junto al paso de peatones"
Patricia,Moya López,65527546V,941203873,patricia.moya320@gmail.com,Alumbrado Público,"Farola en Calle Reyes Católicos emite luz roja intermitente en lugar de blanca, algo mal funcionando internamente.",1,2026-05-23T04:52:51+02:00,"Calle Tinajilla 61, 2ºD, 18008 Granada","37.158398, -3.579986 - Frente a la iglesia"
Alicia,Blanco Díaz,66014555R,790482041,alicia.blanco808@outlook.es,Alumbrado Público,Toda la Avenida del Generalísimo sin iluminación publica. Necesita reparacion urgente por la seguridad de los ciudadanos.,4,2026-05-23T08:46:36+02:00,"Avenida de Dílar 13, 3ºD, 18006 Granada","37.185145, -3.587088 - En la mediana de la avenida"
David,Ramírez Gómez,81683632Y,920844880,davidramirez849@outlook.es,Parques y Jardines,"Banco junto a la entrada principal del Parque de los Mártires tiene un listón completamente suelto, es peligroso sentarse.",2,2026-05-23T18:12:55+02:00,"Calle Gracia 61, 3ºD, 18003 Granada","37.187360, -3.619933 - En la mediana de la avenida"
Alejandro,Castro Ramírez,68946617T,624721675,acastro665@hotmail.es,Alumbrado Público,"Farola fundida cerca del Mercado de San Agustín, pero hay otras cercanas que iluminan bien la zona.",2,2026-05-23T18:49:07+02:00,"Calle Zacatín 89, 2ºD, 18005 Granada","37.176336, -3.614420 - Cerca del cruce con Calle Navas"
Dolores,Rivera Rubio,50899623W,778802773,drivera789@gmail.com,Movilidad,"Las líneas de prohibido estacionar en la Avenida de los Mártires estan casi invisibles, la gente no respeta porque no las ve claramente.",1,2026-05-24T13:38:19+02:00,"Calle Alhamar 94, 2ºC, 18012 Granada","37.162855, -3.617864 - En la esquina con Avenida de la Constitución"
Amparo,Pérez Medina,84935461A,724401836,amparo.perez890@yahoo.es,Limpieza,Bolsas de basura acumuladas desde el miercoles en el callejon entre Calle Santa Ana y Calle Nueva. Atrae ratas y huele mal.,3,2026-05-24T14:21:31+02:00,"Calle Doctor Olóriz 99, 2ºD, 18013 Granada","37.177253, -3.617393 - Cerca del cruce con Calle San Antón"
Sergio,Gil Flores,40793056A,660110917,sgil674@yahoo.es,Alumbrado Público,"Las farolas de Calle Ángeles están todas apagadas en un tramo de aproximadamente 50 metros. No se ve nada por la noche, muy peligroso.",3,2026-05-24T15:21:44+02:00,"Plaza de Mariana Pineda 21, 3ºC, 18003 Granada","37.187529, -3.602413 - Junto al centro de salud"
Miguel,Delgado Gutiérrez,65151806M,786743826,miguel.delgado247@outlook.es,Mobiliario Urbano,"Banco de hierro en la plaza de la Universidad con toda la pintura desprendida, herrumbre visible en varias zonas, no se puede usar con ropa clara.",2,2026-05-24T18:37:34+02:00,"Camino de Ronda 58, 5ºA, 18012 Granada","37.167529, -3.575454 - Cerca del cruce con Calle Molinos"
Silvia,Calvo González,79625560C,699149101,silviacalvo641@gmail.com,Movilidad,En Calle Elvira hay un bache profundo de unos 40 centimetros que no se ha reparado en meses. Los ciclistas lo evitan pero es molesto.,2,2026-05-24T18:54:10+02:00,"Calle Recogidas 42, 2ºD, 18014 Granada","37.180486, -3.624199 - En la rotonda"
Inés,Calvo Díaz,93391815Q,658211671,ines_calvo69@outlook.es,Limpieza,Charco de aceite de vehiculo en la plaza de aparcamiento detras de la estacion de buses. Es bastante grande y resbaladiso.,4,2026-05-25T05:19:55+02:00,"Acera del Darro 4, 3ºB, 18013 Granada","37.196213, -3.575450 - Frente a la iglesia"
Andrea,Guerrero González,43809704V,935807965,aguerrero241@gmail.com,Limpieza,Encontre contenedores con residuos industriales peligrosos muy cerca del CEIP San Agustin. Podria haber intoxicacion si los niños tocan.,5,2026-05-25T08:59:45+02:00,"Gran Vía de Colón 15, 4ºC, 18015 Granada","37.179419, -3.584750 - Frente al supermercado"
Beatriz,López Rubio,83843228V,774527737,beatriz.lopez574@yahoo.es,Limpieza,Varias bolsas de plastic rotas en la base del arbol de la Plaza del Triunfo. Hay confeti también.,1,2026-05-25T09:37:01+02:00,"Plaza de Mariana Pineda 71, 2ºB, 18011 Granada","37.177468, -3.589103 - Junto al paso de peatones"
Dolores,León Calvo,20163722J,932719045,dolores.leon587@yahoo.es,Otros,Ruido ocasional de herramientas de construccion en horarios prohibidos a las 07:30 de la madrugada en Calle Anguila. Molesta a residentes.,2,2026-05-25T18:22:07+02:00,"Paseo de la Bomba 16, 4ºB, 18002 Granada","37.157987, -3.621468 - Frente a la iglesia"
Alejandro,González Álvarez,51193205N,662523467,alejandro.gonzalez.alvarez@hotmail.es,Alumbrado Público,"Cable de alta tensión rozando una farola en Calle Mesones, hay chispas ocasionales. Riesgo electrico inmediato.",5,2026-05-25T22:45:50+02:00,"Calle Reyes Católicos 103, 3ºC, 18010 Granada","37.181790, -3.575383 - En la mediana de la avenida"
David,Rodríguez Gil,27315936D,635089513,david_rodriguez30@gmail.com,Otros,"Fuga grave de agua en Avenida Constitucion, chorro continuo perdiendo volúmen importante, encharcamiento creciente en calzada.",4,2026-05-26T06:05:17+02:00,"Paseo de los Tristes 90, Bajo B, 18011 Granada","37.169984, -3.573858 - Frente a la farmacia"
Andrea,Rivera Calvo,78203147L,978800576,andrea.rivera.calvo@gmail.com,Alumbrado Público,"Farola con iluminacion reducida en Calle Montaña, la luz es muy tenue pero aún funciona. Podria ser mejor.",1,2026-05-26T13:21:56+02:00,"Calle Gracia 34, 2ºA, 18015 Granada","37.173042, -3.618303 - En la acera derecha"
María,Gil Prieto,34690016J,924012823,mariagil627@outlook.es,Alumbrado Público,"Dos farolas consecutivas fundidas en Camino de Ronda, las demas de la zona funcionan correctamente sin embargo.",2,2026-05-26T22:55:48+02:00,"Paseo de los Tristes 69, 4ºA, 18011 Granada","37.198184, -3.616429 - Junto a la parada de autobús"
Alicia,Ruiz Cortés,46353357P,983747697,alicia.ruiz.cortes@gmail.com,Limpieza,"El contenedor de la esquina de Calle Princesa está bastante lleno, seria bueno vaciarlo hoy pero no es urgente.",2,2026-05-26T22:56:46+02:00,"Calle Real de Cartuja 95, 5ºB, 18012 Granada","37.182704, -3.586582 - Junto a la fuente"
Óscar,Blanco Gallego,34451543G,997991039,oscar_blanco83@gmail.com,Limpieza,"Llevamos cuatro dias con basura sin recojer en el callejon de la Paz, esta atrayendo insectos y malos olores. Hay que actuar pronto.",3,2026-05-27T18:05:51+02:00,"Carrera del Darro 92, 3ºB, 18011 Granada","37.195480, -3.612705 - En la acera izquierda"
Pablo,Ortiz Calvo,66882855M,632381111,pablo_ortiz13@hotmail.es,Alumbrado Público,El tramo entre Calle Paz y Calle Princesa tiene cuatro farolas apagadas simultáneamente. Oscuridad total en ese punto de la ruta nocturna.,3,2026-05-28T01:29:02+02:00,"Calle Duquesa 7, Ático, 18011 Granada","37.168349, -3.577438 - En la acera derecha"
Luis,Núñez Rubio,75962141H,791695234,luisnunez802@hotmail.com,Movilidad,"El semaforo en el cruce de Avenida Fuentenueva con Camino del Sacromonte está apagado totalmente hace 4 dias. El trafico es caótico, muchos accidentes casi suceden.",4,2026-05-28T03:33:27+02:00,"Plaza de Mariana Pineda 104, 5ºA, 18007 Granada","37.184604, -3.577629 - A la altura del número 26"
Daniel,Gallego León,86487651S,947881582,danielgallego798@live.com,Movilidad,"La señal de peaton en la Calle Navas está desgastada pero se puede ver perfectamente, el dibujo y los colores aun están bien definidos.",1,2026-05-28T06:17:49+02:00,"Calle Zacatín 108, Bajo A, 18014 Granada","37.192408, -3.599897 - Junto al quiosco de prensa"
Javier,González López,68883933Z,927458574,jgonzalez170@gmail.com,Limpieza,Gran cantidad de gasolina derramada en la calle frente a la gasolinera del barrio de Albaycin. El peligro de incendio es real.,4,2026-05-28T06:22:01+02:00,"Calle Navas 7, 2ºD, 18011 Granada","37.186309, -3.623037 - Cerca del cruce con Plaza Bib-Rambla"
Luis,Rivera Díaz,48664398D,645255915,luisrivera248@live.com,Limpieza,Sustancias quimicas toxicas descargadas detras de la escuela de infantil los Peques. Es una amenaza inmediata para los menores.,5,2026-05-28T10:23:01+02:00,"Paseo del Salón 31, 5ºB, 18015 Granada","37.195665, -3.579313 - Junto al centro de salud"
Lucía,Núñez Gómez,51120609G,616737379,lucia.nunez785@hotmail.es,Alumbrado Público,"Cable electrico expuesto y pelado colgando del poste frente a Plaza Bib Rambla. Muy grave, hay riego de descarga.",5,2026-05-28T14:02:19+02:00,"Plaza Bib-Rambla 109, 2ºD, 18013 Granada","37.172836, -3.590387 - Junto a la parada de autobús"
Enrique,Rivera Ramírez,33294516S,668674313,enrique.rivera.ramirez@gmail.com,Limpieza,"Papeles de regalo y plasticos dispersos en la acera de la Calle Reyes Católicos, frente al café. Lleva 2 días así sin que limpien.",1,2026-05-28T14:44:49+02:00,"Calle Gracia 37, 6ºA, 18003 Granada","37.160559, -3.590881 - Junto al colegio"
Silvia,Jiménez Marín,24857913L,796877206,silvia_jimenez99@yahoo.es,Parques y Jardines,El sistema de riego automatico del Jardin Botanico no funciona desde hace una semana. Las plantas estan sufriendo sequedad visible.,3,2026-05-28T18:33:50+02:00,"Calle Arabial 75, 3ºC, 18005 Granada","37.173684, -3.609799 - Junto al parque infantil"
Beatriz,Guerrero Iglesias,74402789C,612354511,beatriz.guerrero.iglesias@yahoo.es,Otros,"Colonia de palomas anidando en cornisas de edificio abandonado en Sacromonte, acumulacion de guano y riesgo sanitario en zona residencial cercana.",3,2026-05-28T21:09:11+02:00,"Avenida de Madrid 73, 2ºD, 18004 Granada","37.175902, -3.597291 - Cerca del cruce con Calle Reyes Católicos"
David,Ortiz Flores,95754649Z,758488685,dortiz741@gmail.com,Alumbrado Público,"Farola en Calle Tablas con brillo muy bajo, apenas ilumina. Pero sigue emitiendo algo de luz todavia.",1,2026-05-29T05:11:36+02:00,"Calle Navas 28, 3ºB, 18001 Granada","37.163841, -3.591719 - Junto a la fuente"
Cristina,Sánchez Blanco,47898111J,676642170,cristina.sanchez103@live.com,Movilidad,"Hay varios baches medianos (30-50 cm) en la Ronda de Levante que aveces forman charcos. Es una zona escolar, muchos niños pasan por aquí caminando.",3,2026-05-29T06:53:05+02:00,"Avenida de Madrid 12, Bajo B, 18009 Granada","37.160377, -3.598616 - Cerca del cruce con Paseo de los Tristes"
Javier,Cano Delgado,27278113K,615990476,javier.cano.delgado@gmail.com,Limpieza,"El contenedor de reciclaje en Plaza Nueva está completamente lleno, los ciudadanos dejan bolsas al lado. Esto ha atraido palomas y huele mal.",2,2026-05-29T10:22:28+02:00,"Calle Alcaicería 71, 5ºA, 18013 Granada","37.183031, -3.592272 - Frente al portal 14"
Luis,García Núñez,89864557S,628117698,luis.garcia.nunez@hotmail.es,Limpieza,"Vertido de aceite de motor en la calle San Jerónimo, cerca del aparcamiento. Hay una mancha negra grande que resbaladiza y peligrosa para motocicletas.",4,2026-05-29T13:40:02+02:00,"Calle Ángel Ganivet 80, 3ºB, 18014 Granada","37.199744, -3.576226 - En la rotonda"
Rocío,Vázquez Moya,51182455A,666490714,rocio.vazquez.moya@gmail.com,Otros,Pintura en spray en fachada histórica de Calle Navas. La pintada es pequeña pero en zona monumental. Urgencia baja pero requiere limpieza.,1,2026-05-29T14:02:20+02:00,"Calle Ángel Ganivet 1, 2ºA, 18011 Granada","37.185871, -3.580176 - Al lado del contenedor de reciclaje"
Silvia,Navarro Guerrero,38760299D,612004992,silvia_navarro23@yahoo.es,Movilidad,"El semaforo peatonal en Puerta Real parpadea irregularmente, a veces rápido, a veces lento, nadie entiende cuando es seguro pasar. Necesita reparacion inmediata.",3,2026-05-29T14:09:21+02:00,"Calle Molinos 11, 3ºA, 18012 Granada","37.191208, -3.614718 - Cerca del cruce con Camino de Ronda"
Sergio,Moreno López,57845253T,721242427,sergio.moreno55@gmail.com,Limpieza,"Basura acumulada 4 dias en el barrio del Realejo: bolsas rotas, resto de comida, cajas dobladas sin recoger. Esto es un desastre sanitario q e insoportable.",3,2026-05-30T14:50:57+02:00,"Calle Navas 105, 5ºA, 18007 Granada","37.170205, -3.596053 - En la mediana de la avenida"
Paula,Iglesias Ruiz,41114297A,995645484,paulaiglesias485@hotmail.es,Mobiliario Urbano,"Marquesina en calle Mesones con cristal opaco y fracturado, apenas se ve a traves, la estructura del marco parece deformada.",3,2026-05-30T15:50:40+02:00,"Carrera del Darro 88, 2ºC, 18001 Granada","37.190120, -3.619942 - A la altura del número 23"
Iván,Castro Gutiérrez,75154238J,614701112,icastro794@yahoo.es,Limpieza,Envoltorios de comida rápida y botellas de plástico en la parada de autobús de la calle Elvira. Solo hay 3 o 4 cosas pero molesta.,1,2026-05-30T23:48:39+02:00,"Calle Elvira 112, 4ºC, 18010 Granada","37.192932, -3.578947 - Frente al portal 16"
Amparo,Martínez Guerrero,41297994E,910106434,amparomartinez471@gmail.com,Parques y Jardines,Rama gruesa del pino junto al camino principal del Parque de la Paz cuelga peligrosamente. Puede caer sobre los niños que juegan.,4,2026-05-31T01:13:17+02:00,"Camino de Ronda 109, 1ºB, 18010 Granada","37.179967, -3.570021 - Al lado del contenedor de reciclaje"
Álvaro,Rodríguez Álvarez,23215043Q,975652999,arodriguez511@hotmail.com,Alumbrado Público,"Farola fundida en Avenida de Colon, pero la iluminación general de la avenida es suficiente gracias a otras.",2,2026-05-31T05:33:12+02:00,"Paseo de los Tristes 53, 3ºD, 18011 Granada","37.170911, -3.573568 - Cerca del cruce con Paseo de la Bomba"
Beatriz,Torres Alonso,80882355A,972092154,beatriz.torres.alonso@yahoo.es,Parques y Jardines,Árbol de gran tamaño ha caído completamente en el Jardín del Triunfo y bloquea el camino principal. Es imposible pasar.,5,2026-05-31T08:11:57+02:00,"Calle Profesor Emilio Orozco 85, 4ºC, 18001 Granada","37.172968, -3.607027 - En la rotonda"
Ramón,Delgado Herrera,92432253Z,686015931,ramon_delgado98@gmail.com,Movilidad,"Señal de dirección prohibida en Av. Constitución completamente desgastada, apenas se ve el simbolo pero aun es legible.",1,2026-05-31T09:42:15+02:00,"Calle Real de Cartuja 55, 6ºA, 18009 Granada","37.196184, -3.607415 - Junto al colegio"
Elena,Herrera Garrido,83411041T,740688603,elenaherrera382@hotmail.es,Limpieza,"Contenedor de basura en Av. Constitución está rebosante, no ha sido vaciado en dias. La recogida no ha pasado por aqui.",2,2026-05-31T23:18:39+02:00,"Calle San Antón 62, 2ºC, 18010 Granada","37.157819, -3.608275 - En la esquina con Plaza Bib-Rambla"
Elena,Cano Alonso,88657756R,933599262,elena.cano419@gmail.com,Parques y Jardines,"La zona de cesped del Parque Federico García Lorca esta descuidada, con malas hierbas crecidas. Deberia haver una poda pronto.",1,2026-06-01T02:48:33+02:00,"Calle Alhamar 53, 4ºB, 18005 Granada","37.191271, -3.579024 - Junto al parque infantil"
Pilar,Iglesias Hernández,50063582B,922929058,pilar.iglesias.hernandez@yahoo.es,Parques y Jardines,Varios bancos en el Parque de la Paz tienen listones dañados y piezas sueltas. Estan en mal estado.,2,2026-06-01T17:48:32+02:00,"Calle Molinos 14, 1ºC, 18011 Granada","37.156516, -3.605303 - Cerca del cruce con Calle Obispo Hurtado"
Sofía,López Torres,33533816T,735921951,sofia.lopez.torres@outlook.es,Limpieza,"Posible vertido toxico cerca de la escuela infantil 'Los Girasoles' en barrio Zaidín. Sustancia química verdosa en el suelo, huele muy fuerte y raro. URGENTEE!!",5,2026-06-01T17:56:06+02:00,"Avenida de Dílar 26, 1ºB, 18007 Granada","37.193991, -3.599802 - Frente a la iglesia"
José,Castillo Pérez,34387189G,931941963,josecastillo505@gmail.com,Movilidad,"Bache de aproximadamente 30 cm en calle Zacatin, causa botes en los vehiculos. Necesita parche urgente.",2,2026-06-01T17:58:44+02:00,"Calle Zacatín 116, 3ºA, 18008 Granada","37.191430, -3.603454 - Al lado del contenedor de reciclaje"
Enrique,Pérez Romero,11716964M,948573735,enrique_perez72@hotmail.com,Mobiliario Urbano,"Bollardo en calle Anguilla completamente desprendido del hormigon, deja un agujero de 30 centimetros que es un peligro, hay niños en la zona.",4,2026-06-02T03:26:29+02:00,"Calle Real de Cartuja 69, 1ºC, 18005 Granada","37.173103, -3.589065 - Junto a la fuente"
Raquel,Moreno Flores,34203477Q,991831747,raquel.moreno.flores@outlook.es,Alumbrado Público,"Practicamente toda la Calle Grecia está sin luces funcionales, oscuridad completa. Peatones en peligro, necesita reparacion inmediata.",4,2026-06-02T05:26:45+02:00,"Calle Duquesa 104, 2ºD, 18010 Granada","37.196497, -3.584959 - Frente al portal 23"
José,Sánchez Moya,94280252D,696560053,jose.sanchez.moya@hotmail.es,Movilidad,"El semáforo en la esquina de Gran Vía con Calle Real está intermitente, parpadea cada 2 segundos generando confusión.",3,2026-06-02T09:37:42+02:00,"Calle Obispo Hurtado 63, Bajo B, 18014 Granada","37.182233, -3.621549 - Junto al quiosco de prensa"
Andrés,Gutiérrez Vázquez,23270924F,781228876,andresgutierrez250@gmail.com,Alumbrado Público,"La farola de la esquina entre Calle Recogidas y Plaza Nueva tiene una luz muy debil, apenas ilumina. Creo que hay que cambiarle la bombilla porque lleva asi varias semanas.",1,2026-06-02T11:34:12+02:00,"Plaza Bib-Rambla 75, Bajo A, 18014 Granada","37.168331, -3.612956 - Junto al centro de salud"
Iván,Sanz Moya,34243790X,965071029,ivan.sanz.moya@live.com,Alumbrado Público,"Hay un cable eléctrico colgando peligrosamente en la Avenida de la Constitución, tocando casi la acera. Isto es muy peligroso si viene algun niño o llueve.",5,2026-06-02T11:48:56+02:00,"Calle Recogidas 50, 3ºD, 18003 Granada","37.172646, -3.616492 - Al lado del contenedor de reciclaje"
Andrés,Ramos Rodríguez,71086675T,973508373,andres.ramos600@gmail.com,Movilidad,"Socavon profundo en carril central de Paseo del Salón, aproximadamente 1.5 metros de diámetro. Peligroso para motos y bicicletas.",5,2026-06-02T15:48:26+02:00,"Avenida de Madrid 111, 1ºD, 18004 Granada","37.171726, -3.575541 - Junto al centro de salud"
Carmen,Sanz Torres,10486709C,680678295,carmen.sanz161@hotmail.es,Otros,"Ruido de construcción ilegal en patio interno de vivienda en Albaicín durante madrugada. Vecinos molestados, suena a obra no autorizada.",3,2026-06-02T15:51:45+02:00,"Calle Reyes Católicos 80, Ático, 18004 Granada","37.164077, -3.613425 - En la esquina con Calle Arabial"
Irene,Álvarez Navarro,26276094C,664019707,irene.alvarez277@outlook.es,Parques y Jardines,El riego del Jardín del Barrio Albaicín esta averiado y las flores se estan marchitando. Urge reparación.,3,2026-06-03T13:10:11+02:00,"Calle Arabial 82, 2ºB, 18008 Granada","37.175970, -3.599299 - Cerca del cruce con Calle Gonzalo Gallas"
Josefa,Vázquez García,35097723E,731335545,josefa.vazquez580@hotmail.com,Alumbrado Público,"En la Calle de los Mártires, tres farolas consecutivas estan completamente apagadas. La zona queda muy oscura por las noches y da miedo pasar.",3,2026-06-03T19:19:24+02:00,"Calle Ángel Ganivet 46, 5ºA, 18003 Granada","37.196067, -3.587480 - En la rotonda"
Paula,Serrano Sanz,33094427A,651842573,paulaserrano576@live.com,Mobiliario Urbano,"Poste de soporte de marquesina en avenida del Camino de Ronda con varias tuercas sueltas visibles, la estructura se bambolea ligeramente, peligro de derrumbe.",5,2026-06-03T23:23:32+02:00,"Calle Zacatín 13, 5ºA, 18002 Granada","37.178084, -3.597210 - En la rotonda"
Rocío,Moya Calvo,83183475L,629392449,rocio.moya390@yahoo.es,Parques y Jardines,Rama grande del álamo junto a la zona infantil del Parque de los Mártires está a punto de desprenderse. Muy peligroso para niños.,4,2026-06-04T02:53:34+02:00,"Camino de Ronda 72, 1ºB, 18006 Granada","37.180762, -3.575400 - Junto al parque infantil"
Laura,Gutiérrez Blanco,85834773S,651991464,laura_gutierrez29@gmail.com,Alumbrado Público,"La farola del numero 42 de Calle Princesa esta fundida, pero la del 38 funciona bien asi que se puede ver. Aun asi seria bien arreglarlo.",2,2026-06-04T20:39:27+02:00,"Calle Recogidas 41, 5ºA, 18006 Granada","37.167126, -3.599384 - Frente al supermercado"
José,Moreno García,88156489L,724978951,josemoreno873@hotmail.com,Limpieza,Papeles de periódico esparcidos por la Plaza de Bibrambla después del mercadillo del domingo. Son solo unos cuantos q se los lleva el viento.,1,2026-06-04T22:51:33+02:00,"Calle Severo Ochoa 103, 3ºD, 18003 Granada","37.167972, -3.601846 - Junto a la fuente"
Carmen,Vázquez Navarro,57041936G,796493235,carmen.vazquez742@outlook.es,Alumbrado Público,"En la Plaza de Bibrambla, toda una seccion de alumbrado esta apagada desde el Monumento hasta la esquina con Calle Reyes Católicos. Es impossibile ver nada de noche.",4,2026-06-04T23:14:14+02:00,"Calle Neptuno 90, 5ºA, 18015 Granada","37.182836, -3.622001 - Junto a la fuente"
Paula,Gutiérrez Ramos,19403255H,916320630,paula_gutierrez64@hotmail.es,Otros,Olor insoportable a orina de gato en portal de Reyes Católicos. Posible fuga en tuberías o animal muerto. Aire viciado hace dias.,3,2026-06-05T20:11:29+02:00,"Avenida de la Constitución 38, 1ºD, 18002 Granada","37.169857, -3.620041 - Frente a la farmacia"
